cf_class_id,Anon Student Id,Session Id,0
c12,s12,i4l_3zpirjbt4ywbrwrjwetvoz4:1672775543286,6
c12,s150,2jkb0u0vq8b4z0ozgrrg-o69vg4:1681932482589,15
c12,s150,2tevphiimjh8jugz-yrmhv4fwye:1673554529441,13
c12,s150,3e8vkpzsr9itcspu-jvxs1enym8:1677095348356,103
c12,s150,3edg4ppekovctzes7xfo8-guv14:1675800890287,36
c12,s150,3igtgokiau0xanvlohb47y9vatc:1673382397148,176
c12,s150,3p93n8ngkt6hx3-ctsmnz0buveg:1675455562579,25
c12,s150,4fwfs4d3hthiujhfspkv_mzvd3k:1679597233349,65
c12,s150,4uu15l2-0wiqtd6zbb0allhvomg:1673379435472,260
c12,s150,4vl3_zdkgituokt-oqo3n6m7-j0:1681497149005,88
c12,s150,4vl3_zdkgituokt-oqo3n6m7-j0:1681499677600,31
c12,s150,6dxk-aftczmfze2roqqn20ivqja:1683915915133,163
c12,s150,91u1v5edfjmsaqgidellfw5d7su:1675798992950,49
c12,s150,9b_g-a6iu5dmkw0pzlxl-aeghsy:1682620145309,1
c12,s150,9b_g-a6iu5dmkw0pzlxl-aeghsy:1682621388331,24
c12,s150,9mcd7h1onkyv-ipjmda1cwvkwqa:1683917511900,201
c12,s150,9mcd7h1onkyv-ipjmda1cwvkwqa:1683918240409,264
c12,s150,_60wtq0_nwjodkeyen6go_vrz4o:1678131249969,1
c12,s150,_bsgernsp7v8aybtja92ifcm780:1672864798962,16
c12,s150,a7-576bimvseqz5aki9l_auogsq:1674243425805,50
c12,s150,by-pw7do4x0qdt1fxmulewzrtb8:1675801291669,69
c12,s150,cjn8c5hwmougv3pkvmeiyscxn5o:1678305939242,11
c12,s150,ct0kyb9ygt6rmdwpkqjim8hhtto:1672598599171,60
c12,s150,cylsaxegtd1iqyxdpeno_u3rtr8:1679425458409,89
c12,s150,d2bunmm4ahar2cmbrnim8vvmfty:1675886284304,148
c12,s150,dp-g1htf91zeh7aeihnqap-qwoq:1673380831331,71
c12,s150,drfpt8l1pzgpnhm4ibqhlttkbxm:1683227558010,16
c12,s150,e5iohcymc9708qhpfpmhfkwik4m:1677874073754,10
c12,s150,era0j4w8oyhu0zqrbqcqfbmbqr0:1677010107467,36
c12,s150,faaeiii_mx4hs-bwfikplwhgk1w:1676404535229,52
c12,s150,gs-7tq1mqbkd3eaioh7ewskdd7q:1673204374179,52
c12,s150,h0cweqnjz98bqqwueoi3qiyv2ze:1681845590676,40
c12,s150,hyigxfgmrh55z7yk3uswgqkwxlg:1683311794160,307
c12,s150,hyigxfgmrh55z7yk3uswgqkwxlg:1683315432772,19
c12,s150,ikjalod93doa1lvubs4ihbp9w3s:1675456602324,8
c12,s150,itjeiu3xgqksls2wwsn51pbguqy:1681324463589,62
c12,s150,jdrzwz-a243oixzrkftq1cpd76a:1672775475413,308
c12,s150,jpndh9npjcnigkscw-dmhp72bf0:1675366053320,184
c12,s150,jwxll4dmzb8hovtgvhw87znxq9y:1676665569028,1
c12,s150,k4b9y5jjaopnlmffm1cdxembqck:1673381890978,28
c12,s150,kn8dqsddumq7g03eozx1nl6_gry:1675109364685,148
c12,s150,kudue8s6yg-xgkqzpntyxjw1koy:1675110673349,18
c12,s150,l0jz7ydhjtfvnddwzxxl5cfyw2q:1674847680684,190
c12,s150,l0jz7ydhjtfvnddwzxxl5cfyw2q:1674874020201,185
c12,s150,l0zyo-7g98wmn2kajnq3pmvt2zi:1674159198238,18
c12,s150,mfpqvyr7z_rsrx7yjw7v1s-bq4k:1681488950486,25
c12,s150,njfxg-pwpuicpcz2gk5h_w-86h8:1673984854017,16
c12,s150,ogxqj7tcbu91t864pd7sg-o4omm:1679943198967,120
c12,s150,ojgai8axzrri6wipbzuhmge5nos:1679683283895,160
c12,s150,okuclzfhqykr6k-gb6gitqfjrkw:1674590494902,215
c12,s150,owfiow5e-dhvoxz0v-iktl7_9qw:1681756135577,69
c12,s150,owfiow5e-dhvoxz0v-iktl7_9qw:1681758525945,9
c12,s150,pverv5uk50cpidr2ed5ugber-ek:1676058222637,5
c12,s150,q03srvxbpa8vpye8d6j-r3fh2z4:1678392339456,62
c12,s150,qgfhx4kem7wqvvwbowm0eh2dwfs:1673201684543,257
c12,s150,qtsvgzyydthlmcyto1yborlrkys:1683052777872,47
c12,s150,r7-2sd8ib_zjmq5rqqkwwya6ync:1672887192685,31
c12,s150,rd1v5b0_yqslbtly3qbl684fuz8:1674074096003,2
c12,s150,rog3rkjebgfxverwq3wqh3thr5m:1679509667144,117
c12,s150,rtkokrgidg_rumihogfpufkxl2s:1676491133250,30
c12,s150,sd2jich8nrxhaqobbpf-g8rbpcm:1679685844932,10
c12,s150,t3txdm-x6phfy1ncsdccww4d2yo:1673468423672,87
c12,s150,t6phdjvkuskjrspt-pum9_2rxbg:1677871987218,5
c12,s150,tcdmliz87jq3jfnfmgf5ikv90lk:1675370470982,73
c12,s150,tcdmliz87jq3jfnfmgf5ikv90lk:1675391507020,12
c12,s150,ttjhw2cyswy8gfg7udhr2n6w17m:1673167869010,69
c12,s150,tw4xjbqjcnauo54zbxqsmh2idrq:1676575640553,7
c12,s150,u1khtjlzt3j8tu15jf88jmtkuao:1678217427598,123
c12,s150,u1khtjlzt3j8tu15jf88jmtkuao:1678220492176,24
c12,s150,ubhqzv7kdfpyjcfjaptti82y7_o:1675452551067,34
c12,s150,ulbb9tx1alnt3qhelsxwndnybte:1677613591087,53
c12,s150,ulbb9tx1alnt3qhelsxwndnybte:1677616673833,4
c12,s150,uniajt1eflikomv6cwhleuzyrmq:1675197089432,30
c12,s150,ur-a2lj7y8bkytab3icoocpiyys:1672862996629,260
c12,s150,veaihavkuzvq8jlzaq1jh8ix7yy:1675714540446,94
c12,s150,vf2isblk7dwlvoi2z3ukr7ikkhk:1673036163028,42
c12,s150,vshmrhehdtpmtsff7caaxc3ivlc:1674676066190,198
c12,s150,vtcqsxnhhhwli2me96eg5t_zvto:1675281761222,332
c12,s150,wbpmwacvao_knnvcahbxzg90olm:1677266889532,93
c12,s150,wzhatf7ms0ppiclbyefafprsnom:1677268762561,1
c12,s150,wzhatf7ms0ppiclbyefafprsnom:1677269600059,55
c12,s150,x6zmds6zc2kh3vhqngs3kmunzfw:1674762615759,259
c12,s150,y7cxlj5bcl89i18zig2bmrbi1yg:1677527175366,1
c12,s197,0xhvqrcpn6n1exyo4q2thb8y_ey:1679509543227,107
c12,s197,0xhvqrcpn6n1exyo4q2thb8y_ey:1679510075685,199
c12,s197,0xztl9wgzm4z5pygd4b2-tajm4c:1680546566859,35
c12,s197,12x7hzxo4avtpjfhzkxdw2zkcfs:1677700596112,30
c12,s197,1rrt7afnbfnaxa-yqnl7fplwlvw:1679338242549,20
c12,s197,2onebq3mgxmjhcaayzgnzycohys:1677097720044,15
c12,s197,2xlmqvgz56jzxsvq5rexjt7-vq8:1676058503363,328
c12,s197,3efp8cp_-anapx-qnd0ap9xe5d4:1674859409274,247
c12,s197,5bohc8e2dxp7fdph601gs4kzolo:1677871548066,206
c12,s197,5bohc8e2dxp7fdph601gs4kzolo:1677873621842,358
c12,s197,6and1chgxxvtbsqsrmrbyo5bs3e:1675799327043,201
c12,s197,6kpxv-jroft3cjm6jhwer9wx9js:1674157832993,135
c12,s197,7ca3lg9epjwadb9yajd-5wl4p18:1681324050751,49
c12,s197,7dm_uqkj38ivpcteiq1r7ynys3a:1682362787627,14
c12,s197,7rh3m4tovgpgcnhsz0lqvbbtqsk:1679597124514,139
c12,s197,85_im-fpqvontnnoxc4yj-li40k:1672775502775,16
c12,s197,8finnhxiatmuals0bitrfbf-bcq:1674590408045,112
c12,s197,8myc3qorspgj79hkwftjq0-mt_e:1675206689197,188
c12,s197,9wlfn9joy9zicqevnxbunxzgmra:1675971011842,94
c12,s197,_0of6tcj6s6c_ifitoenftsprxe:1683658372801,7
c12,s197,aqa7oczasyeo_ogmsccvu33cuxa:1674773031619,605
c12,s197,asadtjhjzf3tv4v_xdga6xe7ctg:1679942681009,142
c12,s197,bf26rckjcketopjmyulnltl_mbs:1677096613243,24
c12,s197,bnolc7_bbm1erh9y_4tyz7ukwr0:1673036045205,3
c12,s197,brauzmlh9c-o01hu8rd3sm5xvys:1675714599520,55
c12,s197,btnb25i6inr1ewl9fhq_sbzpbhm:1677713846333,26
c12,s197,btnb25i6inr1ewl9fhq_sbzpbhm:1677716033302,8
c12,s197,c3yl-fhkpeg_z045xetinqsn7ie:1678392151285,20
c12,s197,c3yl-fhkpeg_z045xetinqsn7ie:1678393203460,4
c12,s197,dzb4ihmgmmqsn6zhkcb2w-ujica:1678132015561,476
c12,s197,e0-xu-ign6amyf1-lg3bvrgqqok:1675195714229,133
c12,s197,e0-xu-ign6amyf1-lg3bvrgqqok:1675197726083,8
c12,s197,e1ngqtvkpicwtlscasow5pbskgq:1681496992421,59
c12,s197,enqkcfoaqdn7j-jf8ewatl0jcj0:1677540032345,199
c12,s197,eq7vlo_r0fewhnccw3-hfr2sm78:1673036327784,92
c12,s197,f7smhilnefjyjiwzdvxn_7dgnx4:1675109206715,165
c12,s197,fo2vclova3szr45i0g5eayi3n5i:1678305789988,66
c12,s197,gyezdfixpekezkg7xq8nvg0mqzs:1675366023822,208
c12,s197,h7wjm1hu2i9oajjfd4sggrzachy:1678477844901,157
c12,s197,hzgfnpb6knp4x0uai-bdwj-jjh8:1674243307884,307
c12,s197,iqhncgofbikg78rsenxj-xlrfxs:1682459400890,33
c12,s197,jmxya2vjpsfrcc7jlr4_m8vi9yk:1683916554524,39
c12,s197,jtmoyyrkvgqxczexyob1a85g3ou:1675885826504,304
c12,s197,kghnfl0rf9x2udpndpqvmcedubk:1676663709602,135
c12,s197,kghnfl0rf9x2udpndpqvmcedubk:1676673337145,1
c12,s197,lhru5s15kfpkx8veqjh_y-i1fay:1683744482362,124
c12,s197,lzmnnhkgmhtw1fh13aqwqafconu:1674847718072,663
c12,s197,mwzr4cofkyxinw7peylwhru87o0:1682967467127,89
c12,s197,ncdvauggmdntg0cavxi_q1rjf0u:1675896075346,10
c12,s197,oc-dqn8gk3xcx81tl_5m-m81rsc:1679425261988,10
c12,s197,oksekzcajwb5z3blxhgq7xgqdoc:1677267033509,86
c12,s197,pdhtautruic-zf4vnioupawq76q:1681413995605,6
c12,s197,qpv25y35bb0qovhv95kn57cxd80:1673985142848,19
c12,s197,qszp66zi0bvnk-drtn7d8zjxqbs:1676404988906,30
c12,s197,t6bny-hpzg08wuc6vlcjbhdaj_q:1674073964660,76
c12,s197,t_odcjsxg-mszkp5oxyczzgb-dw:1677010695537,53
c12,s197,tbbrf9jfq0dwnurglrriz__b138:1683572061642,22
c12,s197,tetp-p9avejzjmsx5iklgi5qogq:1676318953482,20
c12,s197,tetp-p9avejzjmsx5iklgi5qogq:1676319710716,5
c12,s197,tfzmhoqbbvb9ac0y6plkqdcs6j4:1680289818616,22
c12,s197,tiaa-ivgzzymfk0bo4axe7oruam:1681932218810,8
c12,s197,tyhyfn3w0puh7b4fgkyh1indus4:1675452735916,521
c12,s197,ulet7pgp9918eyj0vfvwgctmldc:1675973534138,66
c12,s197,vdzy24hqv-rz0iwtxgmy9ba9xoe:1681846026281,31
c12,s197,vkaoiphhqqi37fmu_q9oiyqowgu:1677262647547,32
c12,s197,w1gfexw0kcvf1yqu9w71crwnr6a:1677786280702,25
c12,s197,wlcyczqxebk97xeqj7mo31sxdpo:1675281748186,221
c12,s197,xgpjlu1idflm69_sjhzkopyjom8:1674676007260,295
c12,s197,xr-ezph7ejftz1cl2anrxy7nbo0:1678130921366,160
c12,s197,xvrsyk_gugsmjxi74csselxaafq:1676674901025,527
c12,s197,xvurze6tms9k4lnkbmkl7zlbihi:1678127488789,49
c12,s197,xxjfsgf7kxedelbd8ceoo60dggk:1676575688847,101
c12,s197,xxjfsgf7kxedelbd8ceoo60dggk:1676577609622,24
c12,s197,xyks2kifuvyvsz7m_kfsjnh8hoy:1677612880845,8
c12,s197,y33tdno9mw1s3zhlci7ebj_jdcu:1674763481204,183
c12,s197,ycy-vuszaxr5zwg7dlvqzsiukym:1677267938120,5
c12,s197,yjnzru9j__4fy5herrd70qzjtkg:1676490949470,44
c12,s197,yla_hrndnuiox6ign6evnduhrkc:1677095374316,21
c12,s197,yomqqq7dbrco6yeslgkpkchxvgq:1678217372128,69
c12,s197,yp59_qkea8od8y1nxxcqf1awc0o:1673468474151,99
c12,s197,zfc_3fbhe6knvjmwgsp1zs9n6z8:1682016616578,9
c12,s197,zimkya9yw8bfa3gnxzmeutvhz1o:1674835439006,18
c12,s197,zxj4mkh8vbcvvdzwf8afz0x9biu:1682537465731,9
c12,s201,68eghhhb8h_sft1v-6zxdopfia4:1673036062733,3
c12,s201,aywo-ahwnqtcy6igqvevngqjgsk:1677528606069,26
c12,s201,cs2itoyvhumu0fo0kfrczepawua:1672776640366,9
c12,s201,fc8pskol4nk--xoswimi-o-c2ke:1675366076088,13
c12,s201,ggfpfovfuiq-992rvsoyngtzmnc:1675810178910,17
c12,s201,hu5oddsogjfxvkr8t8rdagvxha8:1675291972403,34
c12,s201,j3ntgjzogftk5rpvf_hesrqx-4i:1675452526351,6
c12,s201,j3ntgjzogftk5rpvf_hesrqx-4i:1675455461828,60
c12,s201,jpnscc5ovthz4goe5cap1bagbkg:1683572127930,86
c12,s201,jztwxnn7pswf176xu6khlkdfcpa:1675282278068,59
c12,s201,keamp7trjc_ovl_p79latqohmau:1683227741571,75
c12,s201,omukf2eejh_6kshw_axi4iz9ycu:1675196555281,26
c12,s201,ov21tri3qvpcwslettckqrhjkuc:1673468594658,77
c12,s201,ssgfzheymvj2jql8eb6hj9v22by:1675714659086,25
c12,s201,tkaoccc6ebveo3ipciiqit8ekea:1675118374349,25
c12,s204,-8wgyzh3s_7l1wcgrlzmgszts1e:1677095308138,5
c12,s204,0p-em3j_-q3qhxncw4s3m9b9fu8:1673035942880,33
c12,s204,1fzdo4ox24qwfvt1oiueexlopoy:1674848203638,83
c12,s204,1gjrpvyzdm1ysydn7cq5g3u1fgw:1677787730582,19
c12,s204,1lvnbm2lausmjtvscrdtlfb31wm:1680103944445,248
c12,s204,3ojnxb4zujhswiy7gdsjqndmu_y:1674675998187,61
c12,s204,409f_hcog68taq1gv5hkcr8pmms:1678391807807,15
c12,s204,4eeyz3yx2lpgevu34jy48nnrgx8:1679682626927,73
c12,s204,4nhxg8p9um_25ln8nce0hbx9jim:1683228425719,204
c12,s204,5cvqazcj3cpiy6d0kmgawmec_dw:1675281679217,203
c12,s204,7e4gj7fgkhblboe3e1ree3qeubo:1675452443267,28
c12,s204,7v5akpnzq-j8jbhln3z3-xprkpa:1675798998233,2
c12,s204,8tvnpoa0c4zezvw6ox9nyteygce:1683227325790,227
c12,s204,8xfrelwpns5l3uivrlscx9orena:1677699568869,170
c12,s204,8ydp0lbge6bgtx31l9jvskkq2ow:1678477665179,23
c12,s204,9fxbl2x_h2zfuqs20glnbkhtihi:1679942678600,285
c12,s204,_x7jwwl3rjtbhfy9eneozi_fac8:1676500377015,107
c12,s204,a0iqtjvliq2tz0z9mpwfhv1jujq:1677785946189,5
c12,s204,af2wyx4dzhcrznpx2jryearx_y4:1674243265487,54
c12,s204,b7lygbfmoqbf3ksdfjyu7gnxkfm:1675455450918,36
c12,s204,bjdlx3clxcwmc8y6_kwljwp2pz8:1676578174417,23
c12,s204,bjm8tw5fovp4kkg8fcczpjwqkgy:1677537210582,24
c12,s204,cl8xo17qgkxvdxubuos0ixjwdzy:1674590427337,11
c12,s204,de1okhvwncgjjeudfzuvd6tj5y8:1673379325757,126
c12,s204,dms074brcgdrrnwy4e7h-mpefmu:1677267045747,67
c12,s204,do7a_oknibnjkiyzcvudgfitx7q:1676061357572,26
c12,s204,duncgo99jphvecxfbfhnergis-s:1675714486251,176
c12,s204,duncgo99jphvecxfbfhnergis-s:1675714764259,189
c12,s204,e_iwgvrcb9flfhaipqp__9kq7g8:1675197347965,22
c12,s204,exl6sdhqwi9hc183jmzfcrbfxvu:1673629385595,32
c12,s204,fpferitlkovjjbnavkpaxk0vveo:1679953812137,288
c12,s204,gkxi3utnk9msmcg1zgwnbcqxpem:1680114815823,197
c12,s204,gqzr2c-eoqnhqoes3xntwblwtis:1673554583492,14
c12,s204,h3ut8ooirofumuddvwrjvolf2n8:1677527170352,67
c12,s204,iclhuddwyupns5xjvtsgwsrrz1e:1676057618205,59
c12,s204,imqbsodzb3a5g_1xgk9x5rnyi1m:1674847741980,3
c12,s204,iyb4arwabwxx8nlmhj6bpoap0ru:1677612380567,36
c12,s204,kashoc-ke8t6rscld-wmyxi08lu:1678204853109,55
c12,s204,kph4w6_4igyjeny5u9h2av0cs78:1674590924523,67
c12,s204,kur-r4k66h3f4hxeo8j4h00a708:1678143021584,37
c12,s204,l9m4opsrwozlk3b8urfmql-mpqs:1679340657739,75
c12,s204,lc-mpv6shduijno4jwqyb0kipoq:1678480275324,41
c12,s204,lixyh3aalj8jjxmxaove_o5rt4m:1674850300597,134
c12,s204,lqujrzs7gbmstywcwqats-3aees:1674762120509,54
c12,s204,lwv0y00fiszgayz_bb5e1r5famw:1676491148170,2
c12,s204,m1gpurx2nyky6bqyohlr8vatiaa:1678127355554,32
c12,s204,mbupjkadivkybh75jcmzvrxyeeu:1677615519534,26
c12,s204,mnriyhzenkaxtke9329axgqvpwc:1678131548760,14
c12,s204,n3mv5twpankxzgtod-pjvxr_9wg:1679597177427,136
c12,s204,ne1il2ppd3supvwldgsmeioqwn0:1678305886482,72
c12,s204,nhascj0cixgm50kmf5j4xunzkdc:1677701444443,151
c12,s204,njgqgwps74myvcy0qsh72n0agou:1675377447767,39
c12,s204,nkxoh7zkwvukuar95srszmbsq_8:1683230453798,140
c12,s204,obnkxlkwf_7xcyq43amgkbwupvi:1675885824281,112
c12,s204,othtagaayog7a4-yddjc0gx9kk8:1675369308292,14
c12,s204,ovdi3xxj2t4y289c5m7gfstmpac:1677181182553,3
c12,s204,paaies_jip05lctbzdh3xgdi5ik:1675722944614,22
c12,s204,pk48yrh7f_t9le5uatznn8u2vhs:1673392042329,2
c12,s204,qc8qy0hlp_f44scnsvv1g3brqui:1683139634538,146
c12,s204,qc8qy0hlp_f44scnsvv1g3brqui:1683142143592,128
c12,s204,qc8qy0hlp_f44scnsvv1g3brqui:1683142425053,150
c12,s204,qjfi1upeo6nnskwumpkftqercbg:1678386764560,142
c12,s204,qpmidxnpimifseqmj1u6-kr_ru4:1673468535282,31
c12,s204,se7safyz9yqsw_gxsrbxqhaqfgu:1672862963555,26
c12,s204,t1aa8jjmx-ho6ygs0c_5yiyww3k:1677263407796,61
c12,s204,ty7ov79qmh2yhh0j0c_uf9-euwc:1675800322501,40
c12,s204,ty7ov79qmh2yhh0j0c_uf9-euwc:1675801106153,154
c12,s204,udvqu1qqyifz2pxwprjhfykejie:1680127390307,276
c12,s204,v1wvo2edtavjcsbojqdanlgqppy:1673390303872,15
c12,s204,v1wvo2edtavjcsbojqdanlgqppy:1673390838071,4
c12,s204,vmqswegfua3jcnh7mhnynsvszum:1674073980568,52
c12,s204,wd87qkz_-s8v0s3sbruae-bwtnu:1679349229915,5
c12,s204,wdo8pn9bdljh84o6rq1ic_biddo:1672775526143,108
c12,s204,wdo8pn9bdljh84o6rq1ic_biddo:1672776598748,27
c12,s204,xjuttvh3mor4afuosukylhwx0ie:1675887662274,101
c12,s204,xmlwh_9y0eua3kflsy0ebtid5e8:1673984594543,63
c12,s204,xmz-hx13lk-9natbal3brxwzns4:1681845513180,116
c12,s204,y4ckupidhvs_znfonheqzpdkxua:1678217878432,8
c12,s204,y5nxoqbmo6-gabbgkqhmdo4tdua:1677874569503,21
c12,s204,ydaoihwfe3q0ntg_cfmnxtl8rsa:1677871516925,1
c12,s204,ydoyukzllkcyjhniomcqni_feh4:1682361859571,478
c12,s204,yqx00lph0jwmvj6cjqhzzfe5qcy:1675195598349,141
c12,s204,yxncaa6ifkxmbo78ehi_b3ruc_0:1679425204698,35
c12,s204,yzibyfn0vilnvidrtzbxlh0r6fo:1674157788637,68
c12,s204,z-ylddlr5kewv3l1twqwdsyujse:1674245636264,44
c12,s204,zalwsexo0s3hutnfsqw9jb4sa64:1675809656217,83
c12,s204,zoognlgk_jlmofxynra30ar_yy4:1675109218606,50
c12,s204,zthogdnyidyrikfzwcp6u9et5la:1673987167987,9
c12,s204,zz_ddhuwhxmjdtnjikrpyeznti0:1675970729138,108
c12,s219,-lqtikdoxtzpghxb42ijuzbrkri:1675216672726,493
c12,s219,01jontab1b6e-yi1g0yaeo6z5vc:1684177768740,91
c12,s219,0a6erram0vxukgc_h4-sbojfsaw:1672683809331,138
c12,s219,0f6hsxebbx5xtrlefiuw_t2fhzu:1675281752479,32
c12,s219,1a24lot3m4wkgz55ld5yeqcubvu:1681932159806,14
c12,s219,28-yn_2q0ihdm5gmokcldgyun9o:1683572037020,43
c12,s219,2htcm_8sri6sgvqhzy5iygy6oj4:1673382690255,20
c12,s219,3ijuao103a4iaxjtozavlvc_mvo:1672863079311,67
c12,s219,63zhbzf1rtyhbzrvxbgmsdbmpmw:1675568741848,193
c12,s219,6chztkeknnzlr6bpbotpmb7xmv8:1677699764252,16
c12,s219,6chztkeknnzlr6bpbotpmb7xmv8:1677702682257,27
c12,s219,8ywj_izdqnkbpdlu-v3mhdwiqza:1674709824625,21
c12,s219,95xwypbsx36r0ktr1nvagl2pvxw:1681500010205,76
c12,s219,9fluivm6f56dxte9qphrmwlekrs:1676060905832,19
c12,s219,9itkmo3e9majo_q1vuddmsthac4:1675195721135,76
c12,s219,9suo6q-qk1-wfsbsxfekuixlxmq:1677716849149,26
c12,s219,_shvqvf9vklb-8hl05tcazng9ha:1675026855032,37
c12,s219,av6fssfs9hnjojqe9rg_atc22se:1680289669208,87
c12,s219,awlfrrilwry3vhe9ubczdspd13k:1679338301190,72
c12,s219,awlfrrilwry3vhe9ubczdspd13k:1679339948634,40
c12,s219,ayhi38hbfpcwjy8tmnml1swzulo:1673035836292,28
c12,s219,ayhi38hbfpcwjy8tmnml1swzulo:1673036314932,102
c12,s219,btoxlpilcjz4rsoba38t1muvnc8:1682521895818,51
c12,s219,bv3o0vtcsieodvvgmgyi2m2ylq0:1678391841068,190
c12,s219,csj0k-mutmebcz-tuz9jax_newq:1675109240628,44
c12,s219,csj0k-mutmebcz-tuz9jax_newq:1675110949383,10
c12,s219,dboz06uncsjuzmafoqqfmw_q6-g:1678217413990,2
c12,s219,dboz06uncsjuzmafoqqfmw_q6-g:1678219366079,6
c12,s219,dxzhqmrrywh5tazkrgf_bakadv4:1683916434630,142
c12,s219,dycy8teri6-kyqg5_5eugvy3xbo:1675714640093,131
c12,s219,edjlqoli5a2aq0bqw0rjkcneeta:1681755966482,51
c12,s219,eqbmvf6bhbkxcmofkdzlvvmm3tu:1675885945433,65
c12,s219,errur7yiikadn4zfl20ivhkesp4:1683132346556,2
c12,s219,fbqvphery_xaxskbwcxwhey1c3k:1683832331914,42
c12,s219,fuqajks3qbyoaeeyy4mklw_hdr0:1682476158868,153
c12,s219,gh-jpp29jrml5htbpjnjs4netho:1674590468557,196
c12,s219,gmx1anhm_zufa3tk2nbmknjaobu:1678305812368,62
c12,s219,gr9zlkzmqjaq7kdesrqxdc-fl7s:1679942646699,350
c12,s219,idwaa30tj1hdk98belfxbhmusek:1674701206037,614
c12,s219,jh824qfk06xyppnerxljnpktxti:1677612433618,22
c12,s219,jil7hlqoaxuaoosa-uydyvtnkso:1679682416833,120
c12,s219,jkieu930e_him9bcoamw1tkm6v0:1673984902853,165
c12,s219,jncy9blrrrxmsvhig-marm_qdoo:1678479647057,19
c12,s219,jncy9blrrrxmsvhig-marm_qdoo:1678479913555,20
c12,s219,jrz1747tjceapdmi9eyyl2nzh2q:1673379345023,31
c12,s219,jrz1747tjceapdmi9eyyl2nzh2q:1673379661149,140
c12,s219,jsynq9e3rtibotszulzvgw5zotc:1683917803513,38
c12,s219,juzipxtpotpchfek9xlqnkqfvma:1677527330998,75
c12,s219,k5ads8lyuqici8kz8ulovgpmkhe:1679425238150,114
c12,s219,kxyjcg4ak498xqnhidcyswedflw:1676059851375,109
c12,s219,lgicuyxovvm6oa0btvdmtvdr0xm:1676589543276,80
c12,s219,ljtqdlwgduq9xyogbaeqvcso7qe:1684175190158,67
c12,s219,msdap8kiidlna2h92-nj0jalv8e:1675800562323,139
c12,s219,nxdqc6_tc36if2qr_5hlbzwj_4s:1684177062608,79
c12,s219,o3gej_if-l96kr8gsc1w6r9jr9a:1675365994433,167
c12,s219,oa74dq3gypnjyafbk4cajpeq52a:1677010063445,10
c12,s219,oa74dq3gypnjyafbk4cajpeq52a:1677011456724,1
c12,s219,ol8uwimprx_f_age8bclcwj9lri:1674762461173,516
c12,s219,pcd30ahgf5wjyvrx3pqjhat8l5a:1677095257899,127
c12,s219,pevkz0q3bwsfvrye-u82qbmq2a8:1682016625352,19
c12,s219,pqpc7bbf4hgx36yuex3zk4zvjja:1682967556492,100
c12,s219,prccvyebjbpijfbemdcsrygb6fq:1679509651343,212
c12,s219,pumqli2pe3u4frnobtturlhrgbk:1683141219034,27
c12,s219,q8_mpvuobjz9wzcugqcu6dk6bpe:1675729851864,42
c12,s219,q8_mpvuobjz9wzcugqcu6dk6bpe:1675730649815,99
c12,s219,q8_mpvuobjz9wzcugqcu6dk6bpe:1675734994767,121
c12,s219,qgubjdpxtkmqeziqohzcm1ijqpg:1676058262053,63
c12,s219,r1fixemn_u-w4fgctjxhhoe7bh0:1675818099321,7
c12,s219,r1fixemn_u-w4fgctjxhhoe7bh0:1675818954710,14
c12,s219,r1fixemn_u-w4fgctjxhhoe7bh0:1675820308158,187
c12,s219,rlu7etbl3njpceujmc_3_jlu768:1675821614712,47
c12,s219,rmb9jbyz8ft58lh5_bohkj8dlw4:1681845842856,9
c12,s219,snehgw4jq0ygad7magouie21jsi:1680547845080,61
c12,s219,tqulfvspfpkzyc6ddoydycrheok:1675799105787,161
c12,s219,tzhds8g6i2wanaozcyeww7csnwo:1678416580291,62
c12,s219,uojzisfzualupkl-li6bmeomjxw:1674793332075,484
c12,s219,vyqczvsb314rnqsn6nw5nkgvqg4:1683138489532,64
c12,s219,weya_2lo-z-xjzgjzfhojv1ef40:1675887412906,59
c12,s219,wpfsv5r6xzjjiqedf0pqencsepc:1682447248729,18
c12,s219,wphbo2aaxyibxhdgx6_swp6ldas:1674611852043,663
c12,s219,wssjrudzn9h81lbsyxbkudopswk:1676491046810,93
c12,s219,x7-yb5g4qjanrtlpu771y9cxleo:1676575636678,7
c12,s219,x7-yb5g4qjanrtlpu771y9cxleo:1676578499143,5
c12,s219,xnsu7gvqzxec1xx78mjghd0fox4:1683658842668,140
c12,s219,yktxidowkvpvbprzrayqzje-mew:1677785891585,37
c12,s219,ym49pghbtk7kb5yo7wxpwx2ofcq:1676505254789,212
c12,s220,-di8k407z1tj41nakbtwzbmqeiu:1677180889002,145
c12,s220,-di8k407z1tj41nakbtwzbmqeiu:1677184532833,6
c12,s220,-wok_hybbhxkeg7j2xfoq_7mxxo:1677011332015,3
c12,s220,3exmtabpqzrhqkj4anzjyspsroc:1675196059719,38
c12,s220,4omqkioezliso9py8lzk2iyrcqy:1679942898753,42
c12,s220,53k-oqjkqassjfuvwz-zj6frbxe:1677699902948,5
c12,s220,55om5fkzutxy8vi0l3_buei0aui:1674590834948,193
c12,s220,78tuuzwenexuyaq7fl8i-8jyzxk:1676663177660,130
c12,s220,acznzqcxb8jlalphqpb7aw-pd9q:1676501434878,93
c12,s220,cv8ieo63tllipqnlhl7qbiwcyto:1681410959902,33
c12,s220,dqp-_vob36o6fpgivg1qtw6nkck:1675281564011,215
c12,s220,dqp-_vob36o6fpgivg1qtw6nkck:1675312133046,3
